"Breast cancer screening. Female. Average-risk, with less than 15% lifetime risk of breast cancer",,,
Angiography and transcatheter thrombolysis followed by percutaneous transluminal angioplasty and stent placement,Usually appropriate,,
Systemic anticoagulation,Usually appropriate,,
Surgical endarterectomy or bypass,May be appropriate,,
"Hospitalized patient with cardiac disease causing low cardiac output who developed abdominal pain but without peritoneal signs. CT angiogram shows patent origins and proximal portions of celiac artery, SMA, and IMA, with diffuse irregular narrowing of SMA branches.",3,,3
Angiography with infusion of vasodilator,Usually appropriate,,
Systemic anticoagulation,Usually appropriate,,
Systemic infusion of prostaglandin E1,Usually appropriate,,
Patient with history of abdominal pain after meals for the past few months and weight loss. CTA shows aortic atherosclerotic disease and suggests SMA-origin stenosis with occlusion of celiac origin and an occluded IMA.,4,,3
Angiography with possible percutaneous transluminal angioplasty and stent placement,Usually appropriate,,
Surgical bypass or endarterectomy,Usually appropriate,,
Systemic anticoagulation,May be appropriate,,
"Patient with pain after meals and CTA showing widely patent origins of SMA and IMA, with possible compression of the celiac origin by the median arcuate ligament.",5,,5
Mesenteric angiography in lateral projection during both inspiration and expiration,Usually appropriate,,
Supportive measures only (analgesics),Usually appropriate,,
"Surgery with median arcuate ligament release, with or without bypass",Usually appropriate,,
Percutaneous transluminal angioplasty with stent placement,May be appropriate,,
Systemic anticoagulation,Usually not appropriate,,
Previously healthy patient with worsening diffuse abdominal pain for 2 weeks. CTA shows occlusion of the superior mesenteric vein and its major tributaries. Small bowel appears normal.,6,,4
Systemic anticoagulation,Usually appropriate,,
Transhepatic superior mesenteric vein catheterization and thrombolytic infusion,Usually appropriate,,
SMA angiography followed by thrombolytic infusion,May be appropriate,,
Surgical thrombectomy,Usually not appropriate,,
Middle-aged patient (35–60 years old) with an incidental 1.5-cm lung nodule. The lesion was smooth. No associated adenopathy. No known risk factors for lung cancer.,5,,
FDG-PET/CT whole body,Usually appropriate,,
Percutaneous lung biopsy,Usually appropriate,,
Follow-up imaging only,May be appropriate,,
Conservative management (do nothing),Usually not appropriate,,
Surgical lung biopsy/resection,Usually not appropriate,,
Middle-aged patient (35–60 years old) who had a CT pulmonary angiogram that was negative for pulmonary embolism but that demonstrated an incidental 1.5-cm lung nodule. The lesion was smooth. No associated adenopathy. Patient has a 70 pack/year smoking history and evidence of significant COPD on chest CT.,2,,5
FDG-PET/CT whole body,Usually appropriate,,
Percutaneous lung biopsy,Usually appropriate,,
Surgical lung biopsy/resection,May be appropriate,,
Conservative management (do nothing),Usually not appropriate,,
Follow-up imaging only,Usually not appropriate,,
"Middle-aged patient (35–60 years old) with a newly diagnosed colon carcinoma. Three pulmonary nodules, ranging up to 2 cm in diameter, noted on staging CT of the chest. At least 1 of the lesions demonstrates a lobulated appearance.",3,,5
FDG-PET/CT whole body,Usually appropriate,,
Percutaneous lung biopsy,Usually appropriate,,
Conservative management (do nothing),Usually not appropriate,,
Follow-up imaging only,Usually not appropriate,,
Surgical lung biopsy/resection,Usually not appropriate,,
Young adult patient (20–35 years old) with 1.0-cm smooth-walled noncalcified lung nodule seen on CT after minor motor vehicle trauma. No known risk factors for lung cancer.,4,,5
Follow-up imaging only,Usually appropriate,,
FDG-PET/CT whole body,Usually not appropriate,,
Conservative management (do nothing),Usually not appropriate,,
Percutaneous lung biopsy,Usually not appropriate,,
Surgical lung biopsy/resection,Usually not appropriate,,
Middle-aged patient (35–60 years old) with persistent 1.5-cm ground-glass nodule noted on an initial CT scan and a follow-up 3-month CT scan. No smoking history and no recent respiratory infection.,5,,5
Percutaneous lung biopsy,Usually appropriate,,
FDG-PET/CT whole body,May be appropriate,,
Follow-up imaging only,May be appropriate,,
Surgical lung biopsy/resection,May be appropriate,,
Conservative management (do nothing),Usually not appropriate,,
Elderly patient (>80 years old) with multifocal <2cm pure ground-glass opacities (no solid component) after chest CT recommended from an abnormal coronary CT examination. No smoking history and no recent respiratory infection.,6,,5
Follow-up imaging only,Usually appropriate,,
Conservative management (do nothing),May be appropriate,,
Percutaneous lung biopsy,May be appropriate,,
FDG-PET/CT whole body,Usually not appropriate,,
Surgical lung biopsy/resection,Usually not appropriate,,
Middle-aged patient (35–60 years old) with a 2-cm smooth-walled lung nodule containing fatty elements by Hounsfield attenuation noted on CT. No prior imaging or risk factors for lung cancer.,7,,5
Conservative management (do nothing),May be appropriate,,
Follow-up imaging only,May be appropriate,,
FDG-PET/CT whole body,Usually not appropriate,,
Percutaneous lung biopsy,Usually not appropriate,,
Surgical lung biopsy/resection,Usually not appropriate,,
Middle-aged patient (35–60 years old) with known multiple pulmonary nodules from metastatic cancer. All lesions but 1 have regressed on the current chemotherapy regimen.,8,,6
Percutaneous lung biopsy,Usually appropriate,,
FDG-PET/CT whole body,May be appropriate,,
Bronchoscopic biopsy (repeat biopsy),May be appropriate,,
Follow-up imaging only,May be appropriate,,
Surgical lung biopsy/resection,May be appropriate,,
Conservative management (do nothing),Usually not appropriate,,
"Elderly patient (>60 years old) with a positive purified protein derivative (tuberculin) test and abnormal chest radiograph. On CT scanning, bulky (up to 3 cm) mediastinal adenopathy is noted throughout the mediastinum (pretracheal, subcarinal, aortopulmonary window). The nodes do not demonstrate calcifications or necrosis. No associated pulmonary nodules.",9,,5
Endoscopic/bronchoscopic biopsy,Usually appropriate,,
Percutaneous mediastinal biopsy,May be appropriate,,
Surgical mediastinal biopsy/resection,May be appropriate,,
Conservative management (do nothing),Usually not appropriate,,
Follow-up imaging only,Usually not appropriate,,
Elderly patient (>60 years old) with a long >30 pack/year smoking history meeting criteria for low-dose screening CT (LDCT). LDCT demonstrates a 2-cm pulmonary nodule in the lingula. There is mediastinal adenopathy (up to 2 cm) in the pretracheal and subcarinal regions as well as left perihilar (up to 2 cm) adenopathy.,10,,7
FDG-PET/CT whole body,Usually appropriate,,
Endoscopic/bronchoscopic mediastinal biopsy,Usually appropriate,,
Percutaneous lung biopsy,Usually appropriate,,
Percutaneous mediastinal biopsy,May be appropriate,,
Conservative management (do nothing),Usually not appropriate,,
Follow-up imaging only,Usually not appropriate,,
Surgical pulmonary nodule biopsy/resection,Usually not appropriate,,
"Middle-aged patient (35–60 years old) with shortness of breath presenting with bilateral hilar adenopathy measuring up to 2 cm, enlarging on serial 3-month imaging. Recent nondiagnostic bronchoscopic biopsy via TBNA. No intraparenchymal pulmonary nodules.",11,,6
Bronchoscopic biopsy (repeat biopsy),Usually appropriate,,
FDG-PET/CT whole body,May be appropriate,,
Follow-up imaging only,May be appropriate,,
Surgical lung biopsy/resection,May be appropriate,,
Conservative management (do nothing),Usually not appropriate,,
Percutaneous lymph node biopsy,Usually not appropriate,,
Middle-aged patient (35–60 years old) presenting with a 3-cm lobular mass involving the left pleura associated with rib erosion.,12,,5
FDG-PET/CT whole body,Usually appropriate,,
Percutaneous lung biopsy,Usually appropriate,,
Surgical pleural biopsy/resection,May be appropriate,,
Conservative management (do nothing),Usually not appropriate,,
Follow-up imaging only,Usually not appropriate,,
"Urinary diversion after remote history of cystectomy for cancer. No fever, normal white blood cell (WBC) count and urine output. Loopogram shows no reflux into distal ureters. CT shows new moderate bilateral hydronephrosis.",5,,
PCN (includes PCNU),Usually appropriate,,
PCN (includes PCNU) followed by delayed surgery,Usually appropriate,,
Percutaneous antegrade ureteral stenting (with or without safety nephrostomy),May be appropriate,,
Retrograde ureteral stenting,May be appropriate,,
Medical management without decompression,Usually not appropriate,,
"Seven-day history of right flank pain, fever, and leukocytosis. Urinalysis positive for blood and infection. CT scan shows a 10 mm calculus in the mid right ureter without hydronephrosis.",2,,5
Retrograde ureteral stenting,Usually appropriate,,
PCN (includes PCNU),May be appropriate,,
PCN (includes PCNU) followed by delayed surgery,May be appropriate,,
Medical management without decompression,Usually not appropriate,,
Percutaneous antegrade ureteral stenting (with or without safety nephrostomy),Usually not appropriate,,
"Pregnant patient (20+ weeks) with 3-day history of left flank pain, fever, and leukocytosis. Urinalysis positive for infection. Ultrasound shows new, moderate left hydronephrosis.",3,,5
PCN,Usually appropriate,,
Retrograde ureteral stenting,Usually appropriate,,
Medical management without decompression,Usually not appropriate,,
PCN followed by delayed surgery,Usually not appropriate,,
Percutaneous antegrade ureteral stenting (with or without safety nephrostomy),Usually not appropriate,,
"Advanced cervical carcinoma with decreased estimated glomerular filtration rate <15. Normal WBC, positive pelvic pressure, no flank pain. CT scan reveals new bilateral hydronephrosis and hydroureter that is due to local invasion by a pelvic mass.",4,,5
PCN (includes PCNU),Usually appropriate,,
Percutaneous antegrade ureteral stenting (with or without safety nephrostomy),Usually appropriate,,
Retrograde ureteral stenting,Usually appropriate,,
PCN (includes PCNU) followed by delayed surgery,May be appropriate,,
Medical therapy without decompression,Usually not appropriate,,
"Prolonged history of right flank pain, fever, and leukocytosis. Urinalysis positive for blood and infection. Patient appears septic and is hypotensive. CT scan shows dilated right ureter and renal pelvis with perinephric stranding. No etiology for ureteral obstruction identified with current imaging.",5,,5
PCN (includes PCNU),Usually appropriate,,
PCN (includes PCNU) followed by delayed surgery,May be appropriate,,
Retrograde ureteral stenting,May be appropriate,,
Medical therapy without decompression,Usually not appropriate,,
Percutaneous antegrade ureteral stenting (with or without safety nephrostomy),Usually not appropriate,,
"Urinary ascites after recent abdominal surgery. Elevated blood urea nitrogen or creatinine, moderate abdominal pain, and no peritoneal signs. CT urogram reveals contrast leak from left pelvic ureteral injury. Current therapy consists of Foley catheter in the bladder.",6,,5
PCN (includes PCNU),Usually appropriate,,
PCN (includes PCNU) followed by delayed surgery,Usually appropriate,,
Percutaneous antegrade ureteral stenting (with or without safety nephrostomy),Usually appropriate,,
Retrograde ureteral stenting,Usually appropriate,,
Medical therapy without decompression,Usually not appropriate,,
Middle-aged woman with multiple uterine fibroids resulting in a 20-week-sized uterus on physical examination and menorrhagia. Bulk symptoms of urinary frequency and bloating are present. The patient has a recent negative serum pregnancy test and has no desire for future fertility.,7,,
Hysterectomy,Usually appropriate,,
Uterine artery embolization,Usually appropriate,,
Endometrial ablation,Usually not appropriate,,
Laparoscopic uterine artery occlusion,Usually not appropriate,,
Medical management,Usually not appropriate,,
MR-guided high-frequency focused ultrasound ablation,Usually not appropriate,,
Myomectomy,Usually not appropriate,,
"Childbearing age woman with multiple submucosal and intramural fibroids presents with menorrhagia and pelvic pain. Most of the fibroids measure <4 cm, with two dominant fibroids measuring >6 cm. Uterus is 12 cm on MRI. The patient states that she does not desire future pregnancies and is concerned about the loss of femininity with hysterectomy.",2,,7
Uterine artery embolization,Usually appropriate,,
Hysterectomy,May be appropriate,,
Endometrial ablation,Usually not appropriate,,
Laparoscopic uterine artery occlusion,Usually not appropriate,,
Medical management,Usually not appropriate,,
MR-guided high-frequency focused ultrasound ablation,Usually not appropriate,,
Myomectomy,Usually not appropriate,,
"Childbearing age woman with menometrorrhagia. On MRI, she has three dominant leiomyomas, ranging in size from 6 to 8 cm and intramural in location. She states that she does not have plans for future pregnancy but would like to have the option in the future.",3,,7
Myomectomy,Usually appropriate,,
Uterine artery embolization,Usually appropriate,,
MR-guided high-frequency focused ultrasound ablation,May be appropriate,,
Endometrial ablation,Usually not appropriate,,
Hysterectomy,Usually not appropriate,,
Laparoscopic uterine artery occlusion,Usually not appropriate,,
Medical management,Usually not appropriate,,
Middle-aged woman with menorrhagia. MRI reveals a single 3 cm intramural fibroid and diffuse adenomyosis.,4,,7
Hysterectomy,Usually appropriate,,
Uterine artery embolization,Usually appropriate,,
Endometrial ablation,May be appropriate,,
Laparoscopic uterine artery occlusion,Usually not appropriate,,
Medical management,Usually not appropriate,,
MR-guided high-frequency focused ultrasound ablation,Usually not appropriate,,
Myomectomy,Usually not appropriate,,
Middle-aged woman with pelvic discomfort and 8 cm pedunculated subserosal fibroid on MRI.,5,,7
Hysterectomy,Usually appropriate,,
Myomectomy,Usually appropriate,,
Uterine artery embolization,Usually appropriate,,
Medical management,May be appropriate,,
Endometrial ablation,Usually not appropriate,,
Laparoscopic uterine artery occlusion,Usually not appropriate,,
MR-guided high-frequency focused ultrasound ablation,Usually not appropriate,,
Middle-aged woman with constipation. MRI reveals a 12 cm subserosal leiomyoma compressing the rectum.,6,,7
Hysterectomy,Usually appropriate,,
Myomectomy,Usually appropriate,,
Uterine artery embolization,Usually appropriate,,
Endometrial ablation,Usually not appropriate,,
Laparoscopic uterine artery occlusion,Usually not appropriate,,
Medical management,Usually not appropriate,,
MR-guided high-frequency focused ultrasound ablation,Usually not appropriate,,
Acute venous thromboembolism (proximal deep vein thrombosis of the leg or pulmonary embolism) with no contraindication to anticoagulation.,3,,
Anticoagulation,Usually appropriate,,
Retrievable IVC filter,May be appropriate,,
Permanent IVC filter,Usually not appropriate,,
"Acute venous thromboembolism (proximal deep vein thrombosis of the leg or pulmonary embolism) with contraindication to anticoagulation, major complication of anticoagulation, or failure of anticoagulation.",2,,2
Retrievable IVC filter,Usually appropriate,,
Permanent IVC filter,May be appropriate,,
Isolated acute distal deep vein thrombosis of the leg.,3,,4
Observation with serial imaging,Usually appropriate,,
Anticoagulation,May be appropriate,,
Permanent IVC filter,Usually not appropriate,,
Retrievable IVC filter,Usually not appropriate,,
"Chronic venous thromboembolism (eg, chronic thromboembolic pulmonary hypertension).",4,,5
Anticoagulation,Usually appropriate,,
Pulmonary thromboendarterectomy,Usually appropriate,,
Balloon pulmonary angioplasty,May be appropriate,,
Permanent IVC filter,May be appropriate,,
Retrievable IVC filter,May be appropriate,,
"Venous thromboembolism prophylaxis in high-risk patient (eg, major trauma, traumatic brain injury, etc).",5,,5
Intermittent pneumatic compression devices,Usually appropriate,,
Prophylactic anticoagulation,Usually appropriate,,
Retrievable IVC filter,May be appropriate,,
Surveillance US,May be appropriate,,
Permanent IVC filter,Usually not appropriate,,
Proximal deep vein thrombosis of the leg undergoing catheter-directed thrombolysis.,6,,3
Anticoagulation,Usually appropriate,,
Retrievable IVC filter,May be appropriate,,
Permanent IVC filter,Usually not appropriate,,
"Indwelling prophylactic retrievable inferior vena cava filter, resolution of risk factors for venous thromboembolism.",7,,3
Venography at time of retrieval procedure,Usually appropriate,,
US duplex Doppler lower extremities prior to retrieval,May be appropriate,,
CT venography prior to retrieval,Usually not appropriate,,
"Indwelling retrievable inferior vena cava filter for venous thromboembolism, now tolerating or completed therapeutic anticoagulation.",8,,3
Venography at time of retrieval procedure,Usually appropriate,,
US duplex Doppler lower extremities prior to retrieval,May be appropriate (Disagreement),,
CT venography prior to retrieval,Usually not appropriate,,
Indwelling retrievable inferior vena cava filter with failed first retrieval attempt.,9,,3
Re-attempt retrieval with advanced techniques,Usually appropriate,,
Convert to permanent device,May be appropriate,,
Refer for surgical evaluation for retrieval,Usually not appropriate,,
Planning for pre–thoracic endovascular repair (TEVAR) of thoracic aorta disease.,19,,
MRA chest abdomen pelvis with IV contrast,Usually appropriate,,
MRA chest with IV contrast,Usually appropriate,,
CTA chest with IV contrast,Usually appropriate,,
CTA chest abdomen pelvis with IV contrast,Usually appropriate,,
US duplex Doppler iliofemoral arteries,May be appropriate,,
US echocardiography transesophageal,May be appropriate,,
US echocardiography transthoracic resting,May be appropriate,,
US intravascular aorta,May be appropriate,,
Aortography chest abdomen pelvis,May be appropriate,,
MRA chest abdomen pelvis without IV contrast,May be appropriate,,
MRA chest without IV contrast,May be appropriate,,
CT chest without IV contrast,May be appropriate,,
CT chest abdomen pelvis without IV contrast,May be appropriate,,
Radiography chest,Usually not appropriate,,
CT chest with IV contrast,Usually not appropriate,,
CT chest without and with IV contrast,Usually not appropriate,,
CT chest abdomen pelvis with IV contrast,Usually not appropriate,,
CT chest abdomen pelvis without and with IV contrast,Usually not appropriate,,
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,,
Follow-up for post–thoracic endovascular repair (TEVAR) of thoracic aortic disease.,2,,17
CTA chest with IV contrast,Usually appropriate,,
CTA chest abdomen pelvis with IV contrast,Usually appropriate,,
US echocardiography transesophageal,May be appropriate,,
US echocardiography transthoracic resting,May be appropriate,,
Radiography chest,May be appropriate,,
Aortography chest abdomen pelvis,May be appropriate,,
MRA chest abdomen pelvis with IV contrast,May be appropriate,,
MRA chest abdomen pelvis without IV contrast,May be appropriate,,
MRA chest with IV contrast,May be appropriate,,
MRA chest without IV contrast,May be appropriate,,
CT chest without IV contrast,May be appropriate,,
CT chest abdomen pelvis without IV contrast,May be appropriate,,
US duplex Doppler aorta abdomen,Usually not appropriate,,
CT chest with IV contrast,Usually not appropriate,,
CT chest without and with IV contrast,Usually not appropriate,,
CT chest abdomen pelvis with IV contrast,Usually not appropriate,,
CT chest abdomen pelvis without and with IV contrast,Usually not appropriate,,
Major blunt trauma. Hemodynamically unstable. Initial imaging.,6,,
US FAST scan chest abdomen and pelvis,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Radiography trauma series,Usually appropriate,☢☢☢ 1-10 mSv,
CT whole body with IV contrast,May be appropriate,☢☢☢☢ 10-30 mSv,
CT whole body without IV contrast,May be appropriate,☢☢☢☢ 10-30 mSv,
MRI abdomen and pelvis without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Major blunt trauma. Hemodynamically stable. Not otherwise specified. Initial imaging.,2,,7
US FAST scan chest abdomen and pelvis,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Radiography trauma series,Usually appropriate,☢☢☢ 1-10 mSv,
CT whole body with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
CT whole body without IV contrast,May be appropriate,☢☢☢☢ 10-30 mSv,
Fluoroscopy retrograde urethrography,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
MRI abdomen and pelvis without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Major blunt trauma. Hemodynamically stable. Suspected facial injury. Initial imaging.,3,,9
Radiography trauma series,Usually appropriate,☢☢☢ 1-10 mSv,
CT maxillofacial without IV contrast,Usually appropriate,☢☢ 0.1-1mSv,
CT head without IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
CT whole body with IV contrast,May be appropriate (Disagreement),☢☢☢☢ 10-30 mSv,
CT whole body without IV contrast,May be appropriate,☢☢☢☢ 10-30 mSv,
CT maxillofacial with IV contrast,Usually not appropriate,☢☢ 0.1-1mSv,
CT head with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
CT head without and with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT maxillofacial without and with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,
Major blunt trauma. Hemodynamically stable. Suspected extremity trauma. Initial imaging.,4,,9
US FAST scan chest abdomen and pelvis,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Radiography trauma series,Usually appropriate,☢☢☢ 1-10 mSv,
Radiography extremity,Usually appropriate,Varies,Varies
CT whole body with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
CT whole body without IV contrast,May be appropriate (Disagreement),☢☢☢☢ 10-30 mSv,
CT extremity with IV contrast,May be appropriate,Varies,Varies
CT extremity without IV contrast,May be appropriate,Varies,Varies
CTA extremity with IV contrast,May be appropriate (Disagreement),Varies,Varies
CT extremity without and with IV contrast,Usually not appropriate,Varies,Varies
Major blunt trauma. Hemodynamically stable. Suspected bowel trauma. Initial imaging.,5,,11
US FAST scan chest abdomen and pelvis,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Radiography trauma series,Usually appropriate,☢☢☢ 1-10 mSv,
CT abdomen and pelvis with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT whole body with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
CT abdomen and pelvis without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT whole body without IV contrast,May be appropriate (Disagreement),☢☢☢☢ 10-30 mSv,
CTA abdomen and pelvis with IV contrast,May be appropriate,☢☢☢☢ 10-30 mSv,
US abdomen,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
"Major blunt trauma. Hemodynamically stable. Suspected urinary system, including urethra trauma. Initial imaging.",6,,15
US FAST scan chest abdomen and pelvis,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Fluoroscopy retrograde urethrography,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
Radiography trauma series,Usually appropriate,☢☢☢ 1-10 mSv,
CT abdomen and pelvis with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT whole body with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
CTA abdomen and pelvis with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
CT abdomen and pelvis without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT whole body without IV contrast,May be appropriate,☢☢☢☢ 10-30 mSv,
CTU without and with IV contrast,May be appropriate (Disagreement),☢☢☢☢ 10-30 mSv,
US abdomen and pelvis,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Radiography intravenous urography,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
MRI abdomen and pelvis without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRU without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Major blunt trauma. Hemodynamically stable. Suspected chest trauma. Initial imaging.,7,,11
Radiography trauma series,Usually appropriate,☢☢☢ 1-10 mSv,
CT chest with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CTA chest with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT whole body with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
US FAST scan chest abdomen and pelvis,May be appropriate (Disagreement),O 0 mSv,O 0 mSv [ped]
CT chest without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT whole body without IV contrast,May be appropriate,☢☢☢☢ 10-30 mSv,
US chest,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI chest without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI chest without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT chest without and with IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Major blunt trauma. Hemodynamically stable. Pregnant patient. Initial imaging.,8,,12
US FAST scan chest abdomen and pelvis,Usually appropriate,O 0 mSv,O 0 mSv [ped]
US pelvis,Usually appropriate,O 0 mSv,O 0 mSv [ped]
Radiography trauma series,Usually appropriate,☢☢☢ 1-10 mSv,
CT abdomen and pelvis with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT whole body with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
CT abdomen and pelvis without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CTA chest with IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT whole body without IV contrast,May be appropriate,☢☢☢☢ 10-30 mSv,
CTA abdomen and pelvis with IV contrast,May be appropriate,☢☢☢☢ 10-30 mSv,
MRI abdomen and pelvis without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Acute blunt or penetrating trauma to the hand or wrist. Initial imaging.,8,,
Radiography area of interest,Usually appropriate,Varies,Varies
US area of interest,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI area of interest without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI area of interest without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Bone scan area of interest,Usually not appropriate,☢☢☢ 1-10 mSv,
CT area of interest with IV contrast,Usually not appropriate,Varies,Varies
CT area of interest without and with IV contrast,Usually not appropriate,Varies,Varies
CT area of interest without IV contrast,Usually not appropriate,Varies,Varies
Suspect acute hand or wrist trauma. Initial radiographs negative or equivocal. Next imaging study.,2,,8
Radiography area of interest repeat in 10-14 days,Usually appropriate,Varies,
MRI area of interest without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT area of interest without IV contrast,Usually appropriate,Varies,Varies
US area of interest,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI area of interest without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Bone scan area of interest,Usually not appropriate,☢☢☢ 1-10 mSv,
CT area of interest with IV contrast,Usually not appropriate,Varies,Varies
CT area of interest without and with IV contrast,Usually not appropriate,Varies,Varies
Acute wrist fracture on radiographs. Suspect wrist tendon or ligament trauma. Next imaging study.,3,,9
US wrist,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MR arthrography wrist,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI wrist without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT arthrography wrist,Usually appropriate,☢ <0.1 mSv,
MRI wrist without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT wrist with IV contrast,Usually not appropriate,☢ <0.1 mSv,
CT wrist without and with IV contrast,Usually not appropriate,☢ <0.1 mSv,
CT wrist without IV contrast,Usually not appropriate,☢ <0.1 mSv,
Bone scan wrist,Usually not appropriate,☢☢☢ 1-10 mSv,
Initial radiographs showing distal radioulnar joint or carpal malalignment in the absence of fracture. Next imaging study.,4,,9
MR arthrography wrist,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI wrist without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT wrist without IV contrast bilateral,Usually appropriate,☢ <0.1 mSv,
CT arthrography wrist,May be appropriate,☢ <0.1 mSv,
US wrist,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MRI wrist without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT wrist with IV contrast bilateral,Usually not appropriate,☢ <0.1 mSv,
CT wrist without and with IV contrast bilateral,Usually not appropriate,☢ <0.1 mSv,
Bone scan wrist,Usually not appropriate,☢☢☢ 1-10 mSv,
Acute hand fracture on radiographs. Suspect hand tendon or ligament trauma. Next imaging study.,5,,7
US hand,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI hand without IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI hand without and with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT hand with IV contrast,Usually not appropriate,☢ <0.1 mSv,
CT hand without and with IV contrast,Usually not appropriate,☢ <0.1 mSv,
CT hand without IV contrast,Usually not appropriate,☢ <0.1 mSv,
